,Index,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
4446,259085,Jan Werner,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,
4447,259086,Jan Werner,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,
4448,259087,Jan Werner,M,29.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,
4449,259088,Jan Werner,M,29.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
4450,259182,Krzysztof Wesoowski,M,23.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 3,000 metres Steeplechase",
4451,259490,Daniel Zygmunt Wena,M,20.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
4452,259491,Daniel Zygmunt Wena,M,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
4453,259927,Piotr Wiaderek,M,28.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,
4454,259962,Marcin Jzef Wichary,M,28.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
4455,259976,Janusz Wiktor Wichowski,M,24.0,Poland,POL,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,
4456,259977,Janusz Wiktor Wichowski,M,29.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,
4457,260095,Marceli Wiech,M,21.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Individual",
4458,260096,Marceli Wiech,M,21.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Team",
4459,260097,Wanda Wiecha-Wanot,F,22.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball,Bronze
4460,260099,Stanisaw Wiechowicz,M,54.0,Poland,POL,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",
4461,260101,Irena Wickowska,F,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Individual",
4462,260102,Irena Wickowska,F,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",
4463,260109,Henryk Piotr Wieczorek,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Silver
4464,260110,Mariusz Krzysztof Wieczorek,M,20.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Singles, Slalom",
4465,260111,Mariusz Krzysztof Wieczorek,M,28.0,Poland,POL,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Singles, Slalom",
4466,260220,Anna Lucyna Wielebnowska,F,22.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,
4467,260240,Adam Andrzej Wiercioch,M,27.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Individual",
4468,260241,Adam Andrzej Wiercioch,M,27.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Team",Silver
4469,260253,Elbieta Julianna Wierniuk-Jwiak (-Mironowicz),F,17.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Diving,Diving Women's Springboard,
4470,260254,Elbieta Julianna Wierniuk-Jwiak (-Mironowicz),F,17.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Diving,Diving Women's Platform,
4471,260255,Elbieta Julianna Wierniuk-Jwiak (-Mironowicz),F,21.0,Poland,POL,1972 Summer,1972,Summer,Munich,Diving,Diving Women's Springboard,
4472,260256,Elbieta Julianna Wierniuk-Jwiak (-Mironowicz),F,21.0,Poland,POL,1972 Summer,1972,Summer,Munich,Diving,Diving Women's Platform,
4473,260262,Rafa Wieruszewski,M,27.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,
4474,260263,Stanisaw Wierzbicki,M,21.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Quadruple Sculls,
4475,260264,Anna Wierzbowska,F,25.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,
4476,260265,Maria Wierzbowska,F,21.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,
4477,260266,Jacek Maria Wierzchowiecki,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
4478,260267,Jacek Maria Wierzchowiecki,M,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
4479,260268,Jacek Maria Wierzchowiecki,M,36.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
4480,260269,Jacek Maria Wierzchowiecki,M,36.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
4481,260270,Kazimierz Wierzyski,M,33.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",Gold
4482,260299,Pawe Wiesioek,M,24.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,
4483,260332,Stanisaw Wieniak,M,22.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxless Pairs,
4484,260336,Agnieszka Jadwiga Wieszczek-Kordus,F,25.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze
4485,260337,Agnieszka Jadwiga Wieszczek-Kordus,F,33.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",
4486,260486,Marcin Wika,M,24.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,
4487,260526,Mateusz Wilangowski,M,24.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,
4488,260537,Magorzata Wilczek (-Rogo),F,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around,
4489,260538,Magorzata Wilczek (-Rogo),F,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,
4490,260539,Magorzata Wilczek (-Rogo),F,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise,
4491,260540,Magorzata Wilczek (-Rogo),F,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Horse Vault,
4492,260541,Magorzata Wilczek (-Rogo),F,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars,
4493,260542,Magorzata Wilczek (-Rogo),F,20.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Balance Beam,
4494,260544,Mieczysaw Stefan Wilczewski,M,27.0,Poland,POL,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,
4495,260683,Katarzyna Maria Wilk,F,16.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
4496,260684,Katarzyna Maria Wilk,F,20.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,
4497,260685,Katarzyna Maria Wilk,F,20.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
4498,260686,Katarzyna Maria Wilk,F,24.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
4499,260687,Katarzyna Maria Wilk,F,24.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
4500,260689,Wioletta Janina Wilk (-Sosnowska),F,25.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Women's Singles,
4501,260690,Wioletta Janina Wilk (-Sosnowska),F,25.0,Poland-1,POL,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Women's Doubles,
4502,260691,Barbara Wilk-lizowska (-Konopka),F,17.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,
4503,260692,Barbara Wilk-lizowska (-Konopka),F,17.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,
4504,260693,Barbara Wilk-lizowska (-Konopka),F,17.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team Portable Apparatus,
4505,260694,Barbara Wilk-lizowska (-Konopka),F,17.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Floor Exercise,
4506,260695,Barbara Wilk-lizowska (-Konopka),F,17.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Horse Vault,
4507,260696,Barbara Wilk-lizowska (-Konopka),F,17.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Uneven Bars,
4508,260697,Barbara Wilk-lizowska (-Konopka),F,17.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Balance Beam,
4509,260698,Barbara Wilk-lizowska (-Konopka),F,21.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Individual All-Around,
4510,260699,Barbara Wilk-lizowska (-Konopka),F,21.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,
4511,260700,Barbara Wilk-lizowska (-Konopka),F,21.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team Portable Apparatus,Bronze
4512,260701,Barbara Wilk-lizowska (-Konopka),F,21.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Floor Exercise,
4513,260702,Barbara Wilk-lizowska (-Konopka),F,21.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Horse Vault,
4514,260703,Barbara Wilk-lizowska (-Konopka),F,21.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Uneven Bars,
4515,260704,Barbara Wilk-lizowska (-Konopka),F,21.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Balance Beam,
4516,261796,Micha Winiarski,M,24.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,
4517,261797,Micha Winiarski,M,28.0,Poland,POL,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,
4518,261855,Konrad Sebastian Winkler,M,42.0,Poland,POL,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Individual",
4519,261856,Konrad Sebastian Winkler,M,42.0,Poland,POL,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Sabre, Team",
4520,262065,Joanna Winiewska,F,32.0,Poland,POL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Discus Throw,
4521,262066,Joanna Winiewska,F,36.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Discus Throw,
4522,262067,Adam Winiewski,M,35.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
4523,262068,Jan Wiktor Winiewski,M,30.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
4524,262070,Leon Winiewski,M,23.0,Poland,POL,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,
4525,262071,Mieczysaw Zygmunt Winiewski,M,31.0,Poland,POL,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,
4526,262095,Marek Jzef Wisa,M,22.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",
4527,262114,Grayna Witkowska,F,16.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around,
4528,262115,Grayna Witkowska,F,16.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Team All-Around,
4529,262116,Grayna Witkowska,F,16.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Floor Exercise,
4530,262117,Grayna Witkowska,F,16.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Horse Vault,
4531,262118,Grayna Witkowska,F,16.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Uneven Bars,
4532,262119,Grayna Witkowska,F,16.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Balance Beam,
4533,262120,Marek Krzysztof Witkowski,M,22.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
4534,262121,Marek Krzysztof Witkowski,M,26.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
4535,262198,Antoni Wiwulski,M,35.0,Poland,POL,1912 Summer,1912,Summer,Stockholm,Art Competitions,Art Competitions Mixed Sculpturing,
4536,262199,Krzysztof Wikomirski,M,23.0,Poland,POL,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Lightweight,
4537,262200,Krzysztof Wikomirski,M,27.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Lightweight,
4538,262209,Sylwia Wlalak (Gawrysiak-),F,27.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,
4539,262210,Mariusz ukasz Wlazy,M,25.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,
4540,262211,Anita Wodarczyk,F,22.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Hammer Throw,
4541,262212,Anita Wodarczyk,F,26.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Hammer Throw,Silver
4542,262213,Anita Wodarczyk,F,30.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Gold
4543,262214,Anna Boena Wodarczyk,F,29.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Long Jump,
4544,262215,Urszula Ewa Wodarczyk,F,26.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Heptathlon,
4545,262216,Urszula Ewa Wodarczyk,F,30.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Heptathlon,
4546,262217,Urszula Ewa Wodarczyk,F,34.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Heptathlon,
4547,262218,Wanda Anna Wodarczyk (-Skupie),F,26.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Women's Foil, Individual",
4548,262219,Marta Wodkowska,F,18.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Backstroke,
4549,262220,Marta Wodkowska,F,18.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 400 metres Individual Medley,
4550,262221,Krzysztof Wosik,M,23.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Archery,Archery Men's Individual,
4551,262222,Maja Martyna Woszczowska,F,20.0,Poland,POL,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Mountainbike, Cross-Country",
4552,262223,Maja Martyna Woszczowska,F,24.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Women's Mountainbike, Cross-Country",Silver
4553,262224,Maja Martyna Woszczowska,F,32.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Mountainbike, Cross-Country",Silver
4554,262225,Marian Wnuk,M,29.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",
4555,262233,Gerard Wodarz,M,22.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,
4556,262237,Marian Wodziaski,M,26.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,
4557,262238,Leszek Wodzyski,M,26.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,
4558,262239,Mirosaw Zenon Wodzyski,M,21.0,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,
4559,262289,Pawe Mateusz Woicki,M,25.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,
4560,262308,Julia Wojciechowska (-Senftleben),F,21.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,
4561,262309,Adam Wojciechowski,M,24.0,Poland,POL,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Double Sculls,
4562,262310,Andrzej Wojciechowski,M,23.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Heavyweight,
4563,262311,Micha Wojciechowski,M,26.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,
4564,262312,Pawe Wojciechowski,M,23.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Pole Vault,
4565,262313,Pawe Wojciechowski,M,27.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,
4566,262314,"Ziemowit ""Ziemek"" Wojciechowski",M,27.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Individual",
4567,262315,"Ziemowit ""Ziemek"" Wojciechowski",M,27.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Team",
4568,262316,Alexandra Wjcik,F,19.0,Poland,POL,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
4569,262317,Jerzy Wjcik,M,31.0,Poland,POL,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Sabre, Team",
4570,262318,Jolanta Wjcik,F,24.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,
4571,262319,Katarzyna Wjcik,F,29.0,Poland,POL,2012 Summer,2012,Summer,London,Modern Pentathlon,Modern Pentathlon Women's Individual,
4572,262320,Rafa Wjcik,M,27.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 3,000 metres Steeplechase",
4573,262321,Mieczysaw Jan Wojczak,M,25.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Bronze
4574,262322,Mieczysaw Jan Wojczak,M,29.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
4575,262323,Edward Wojda,M,27.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
4576,262324,Edward Wojda,M,31.0,Poland,POL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",
4577,262325,Wojciech Wojdak,M,21.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,
4578,262326,Wojciech Wojdak,M,21.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",
4579,262327,Krzysztof Mieczysaw Wojdan,M,28.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Lightweight,
4580,262328,Artur Wojdat,M,20.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Freestyle,
4581,262329,Artur Wojdat,M,20.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,Bronze
4582,262330,Artur Wojdat,M,20.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Swimming,"Swimming Men's 1,500 metres Freestyle",
4583,262331,Artur Wojdat,M,24.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Freestyle,
4584,262332,Artur Wojdat,M,24.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 400 metres Freestyle,
4585,262333,Artur Wojdat,M,24.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
4586,262334,Zdzisaw Wojdylak,M,22.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,
4587,262335,Zdzisaw Wojdylak,M,30.0,Poland,POL,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,
4588,262338,Janusz Wojnarowicz,M,28.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Heavyweight,
4589,262339,Janusz Wojnarowicz,M,32.0,Poland,POL,2012 Summer,2012,Summer,London,Judo,Judo Men's Heavyweight,
4590,262340,Ewelina Wojnarowska,F,29.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",
4591,262341,Jan Wojnowski,M,21.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Featherweight,
4592,262342,Jan Wojnowski,M,25.0,Poland,POL,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Featherweight,
4593,262343,Andrzej Wjs,M,16.0,Poland-2,POL,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",
4594,262344,Andrzej Wjs,M,20.0,Poland-2,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",
4595,262345,ukasz Wjt,M,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
4596,262346,ukasz Wjt,M,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,
4597,262347,Wadysaw Wojtakajtis,M,19.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,
4598,262348,Wadysaw Wojtakajtis,M,19.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 400 metres Freestyle,
4599,262349,Wadysaw Wojtakajtis,M,19.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Swimming,"Swimming Men's 1,500 metres Freestyle",
4600,262350,Wadysaw Wojtakajtis,M,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 400 metres Freestyle,
4601,262351,Wadysaw Wojtakajtis,M,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",
4602,262356,Tadeusz Wojtas,M,25.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's Road Race, Individual",
4603,262357,Ewa Romana Wojtaszek (-Wisa),F,21.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
4604,262358,Anna Wojtaszek-Pazera (-Bocson),F,19.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Javelin Throw,
4605,262361,Magorzata Wojtkowiak,F,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Individual",
4606,262362,Magorzata Wojtkowiak,F,26.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",
4607,262363,Magorzata Wojtkowiak,F,30.0,Poland,POL,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Individual",
4608,262364,Magorzata Wojtkowiak,F,30.0,Poland,POL,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Team",
4609,262365,Bazyli Wjtowicz,M,37.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",
4610,262366,Tomasz Wjtowicz,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,Gold
4611,262367,Tomasz Wjtowicz,M,26.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,
4612,262371,Magorzata Wojtyra,F,22.0,Poland,POL,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Omnium,
4613,262496,Adam Wolff,M,28.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Sailing,Sailing Mixed One Person Dinghy,
4614,262565,Barbara Mirosawa Wolnicka-Szewczyk,F,22.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Women's Foil, Individual",
4615,262566,Barbara Mirosawa Wolnicka-Szewczyk,F,22.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Women's Foil, Team",
4616,262567,Barbara Mirosawa Wolnicka-Szewczyk,F,26.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's Foil, Individual",
4617,262568,Barbara Mirosawa Wolnicka-Szewczyk,F,26.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's Foil, Team",
4618,262569,Barbara Mirosawa Wolnicka-Szewczyk,F,30.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Team",Silver
4619,262570,Dariusz Wolny,M,20.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Individual Medley,
4620,262571,Ryszard Marcin Wolny,M,19.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
4621,262572,Ryszard Marcin Wolny,M,23.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
4622,262573,Ryszard Marcin Wolny,M,27.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
4623,262574,Ryszard Marcin Wolny,M,31.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",
4624,262575,Ryszard Marcin Wolny,M,35.0,Poland,POL,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",
4625,262579,Robert Wolski,M,21.0,Poland,POL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,
4626,263007,Marian Jerzy Woronin,M,19.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,
4627,263008,Marian Jerzy Woronin,M,19.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,
